record_key,mouse_record,sex_group,version,annotator_a,annotator_b,n_frames_compared,accuracy,balanced_accuracy,macro_f1,cohen_kappa,mcc,ari,nmi
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator5,19638,0.9605356960993991,0.9645936504450633,0.7229625179418004,0.9400982013307583,0.9402196035165683,0.8781570205823014,0.8503809668795809
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator6,19638,0.9425603421937061,0.9498273740852151,0.9471059106861438,0.9129849095231436,0.916532821958084,0.8268808401318909,0.8242930612683445
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator7,19638,0.9302882167226805,0.936283007822113,0.9364701291721329,0.894102150367749,0.8942681321171386,0.7921610866194199,0.7739288873304699
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator3,annotator8,19638,0.9055912007332723,0.914662552904702,0.9138469174892494,0.8566570697497746,0.8566693582934365,0.7288521083942989,0.7228711090990995
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator5,19638,0.9646603523780426,0.9668253552843326,0.7256418175041816,0.9464152036509137,0.9464520452825761,0.8909546630719098,0.8623139413627525
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator6,19638,0.9534575822385172,0.9570431271726534,0.9571281214310737,0.9294472523153633,0.9313902551648877,0.8578523326677204,0.8447388049722053
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator7,19638,0.9324269273856808,0.9360666437859368,0.937594351639735,0.8974565022812833,0.8975223906040628,0.7988144083358163,0.7719656343907031
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator4,annotator8,19638,0.9032997250229148,0.910978503801409,0.9114313186747368,0.8533766419567386,0.8535719041544071,0.7240742568722581,0.7165741963753723
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator5,annotator6,19638,0.9471432936144211,0.7145865799064735,0.7137694969083186,0.9198867218724023,0.9222896792608581,0.8401832244351896,0.8341926387033196
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator5,annotator7,19638,0.931663102148895,0.7025719375463855,0.7031955965774206,0.8962532196239705,0.8962789030462349,0.7964731225220787,0.7737249383999555
Female_likely/Mouse062_20160526_18-56-26,Mouse062_20160526_18-56-26,Female_likely,v1,annotator5,annotator8,19638,0.9037070984825338,0.684500772121122,0.6842829726748616,0.8539189661226703,0.8539990380782376,0.7250844056897671,0.7232505098903694
